PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] HREC_ETIS_1.raw.PG.Quantity,[2] HREC_ETIS_2.raw.PG.Quantity,[3] HREC_ETIS_3.raw.PG.Quantity,[4] HREC_ETIS_4.raw.PG.Quantity,[5] HREC_IRIS_1.raw.PG.Quantity,[6] HREC_IRIS_2.raw.PG.Quantity,[7] HREC_IRIS_3.raw.PG.Quantity,[8] HREC_IRIS_4.raw.PG.Quantity,[9] HREC_P_1.raw.PG.Quantity,[10] HREC_P_2.raw.PG.Quantity,[11] HREC_P_3.raw.PG.Quantity,[12] HREC_P_4.raw.PG.Quantity
Q8IWU2,LMTK2,Serine/threonine-protein kinase LMTK2,12526.93945,10414.52051,11972.96094,12277.58887,11121.13965,11100.99414,12334.16699,13950.24023,6943.638184,11215.41895,10006.45996,11756.47461
Q8IWU5,SULF2,Extracellular sulfatase Sulf-2,10280.15137,9947.65332,11171.20117,9916.291016,8036.591309,6063.910645,8592.604492,9922.033203,4940.87793,5045.154785,4482.33252,4403.352051
Q8IWV7,UBR1,E3 ubiquitin-protein ligase UBR1,27333.09375,23966.87109,23294.25781,25823.05664,23659.44141,23474.2207,23056.29297,25994.13867,18005.84375,19568.71094,23362.06836,23420.9043
Q8IWV8,UBR2,E3 ubiquitin-protein ligase UBR2,15193.87988,12722.55176,10740.93555,11641.23438,11693.13867,11746.16602,10283.07715,10772.64453,13149.41504,10719.21777,13750.77832,8827.78125
Q8IWW6,ARHGAP12,Rho GTPase-activating protein 12,8105.115723,8723.587891,7088.073242,9370.665039,7028.587402,11986.12695,6809.90625,9530.966797,4808.118652,6557.625488,4061.75,6574.527832
Q8IWX8,CHERP,Calcium homeostasis endoplasmic reticulum protein,17716.18359,24962.81445,24803.76563,21878.46484,20233.79492,24495.875,23539.17383,22784.56641,34398.72266,32620.07031,28238.95313,27044.73438
Q8IWY9,CDAN1,Codanin-1,2280.019531,5372.559082,4142.219238,4330,3658.573486,4504.362305,3048.207764,2656.261963,3794.7771,2567.461426,2052.546631,2594.230225
Q8IWZ3,ANKHD1,Ankyrin repeat and KH domain-containing protein 1,31714.66992,34315.84375,28326.02539,32197.62109,32332.75781,29822.98438,30728.07617,28504.66797,37028.91797,41950.59766,41441.05859,36092.64453
Q8IWZ6,BBS7,Bardet-Biedl syndrome 7 protein,4715.862793,5259.660645,5179.227539,5742.663086,7083.10791,6505.286133,6035.883301,5841.428223,3070.050537,2539.978027,2508.885986,3845.064941
Q8IWZ8,SUGP1,SURP and G-patch domain-containing protein 1,7497.748047,9466.677734,7218.533203,7489.260254,8171.750488,7142.751465,7497.969727,7261.615234,9551.063477,11278.78125,7500.131836,10585.22559
Q8IX01,SUGP2,SURP and G-patch domain-containing protein 2,45288.67969,45410.36719,43604.20313,47737.39063,46189.05859,41462.14844,42439.76953,46389.89453,65063.86719,50670.33984,47366.06641,52743.77734
Q8IX03,WWC1,Protein KIBRA,12315.08301,9689.155273,11375.99902,12145.75098,12239.5498,12612.18848,9879.870117,8555.919922,13221.47168,13657.75195,12200.66992,14745.1416
Q8IX04,UEVLD,Ubiquitin-conjugating enzyme E2 variant 3,39132.16016,38421.60547,39360.10938,40200.83203,39466.63281,41677.15234,39484.10156,36326.64844,30646.60156,36849.82422,28772.83594,31252.5625
Q8IX07,ZFPM1,Zinc finger protein ZFPM1,1.377848864,0.712477505,NaN,NaN,NaN,NaN,NaN,NaN,0.64866358,NaN,0.77539444,0.548715889
Q8IX12,CCAR1,Cell division cycle and apoptosis regulator protein 1,54892.57422,56314.80469,56316.71094,52192.57422,53841.50781,56255.71094,52903.14063,58393.23047,65067.48828,75058.26563,59904.67969,74265.38281
Q8IX15,HOMEZ,Homeobox and leucine zipper protein Homez,6788.956055,5891.950195,6095.276367,6376.745605,4067.867188,4307.901367,4302.425781,4071.654297,4934.981934,6488.840332,4485.069824,5901.299316
Q8IX18,DHX40,Probable ATP-dependent RNA helicase DHX40,10043.0166,9356.31543,10974.42285,9148.245117,10655.89258,8941.915039,8784.462891,10272.93555,14046.93164,13786.05273,13633.66016,14606.29492
Q8IX90,SKA3,Spindle and kinetochore-associated protein 3,NaN,0.003997081,NaN,NaN,1.715933323,0.003438596,NaN,NaN,2.513336658,17.46021271,5.775479794,15.39937592
Q8IXB1,DNAJC10,DnaJ homolog subfamily C member 10,67440.66406,68620.38281,68132.46875,71971.01563,83972.11719,81196.91406,76236.08594,70108.77344,62646.62891,56263.36328,59218.22266,60929.51172
Q8IXH7,NELFCD,Negative elongation factor C/D,19316.36523,31279.72266,22828.03906,20464.66602,27013.3125,21399.29102,24222.48828,25588.17773,25228.10938,29431.56641,28101.08398,28393.84766
Q8IXI1,RHOT2,Mitochondrial Rho GTPase 2,74146.75,74962.41406,66587.71875,64754.43359,62650.8125,65123.69531,75107.53125,75528.5,52279.25391,53898.75781,47773.24219,53455.74609
Q8IXI2,RHOT1,Mitochondrial Rho GTPase 1,7077.745117,3139.160645,3230.926025,3614.223633,4994.560059,4476.630859,2175.634521,3284.104492,2914.017822,2325.766602,2749.761963,1883.15979
Q8IXJ6,SIRT2,NAD-dependent protein deacetylase sirtuin-2,15885.23633,16073.56445,16309.58301,17786.99219,12881.14063,13739.96094,17054.16797,15261.67676,9451.369141,9072.90918,8573.585938,14025.03223
Q8IXK0,PHC2,Polyhomeotic-like protein 2,3279.423096,3258.12085,4373.043457,3251.26416,3360.943359,3813.517578,3546.178955,4802.15332,3917.810303,4580.519531,2742.086914,4031.607178
Q8IXL6,FAM20C,Extracellular serine/threonine protein kinase FAM20C,0.396217227,NaN,1,NaN,NaN,2.176228046,NaN,0.811403751,2.630637407,2.277469397,0.956385136,1.732320428
Q8IXL7,MSRB3,Methionine-R-sulfoxide reductase B3,1240.785034,NaN,1800.412231,1595.160278,1987.639893,1680.271362,815.3602905,701.9701538,1177.389893,1561.843628,1861.974487,1919.557373
Q8IXM2,BAP18,Chromatin complexes subunit BAP18,60294.86328,77972.51563,73734.58594,65352.07813,84666.59375,79124.07813,60538.69531,62874.73828,56696.78906,64574.48828,53334.14844,65449.34375
Q8IXM3,MRPL41,"39S ribosomal protein L41, mitochondrial",25477.01758,18145.45117,19492.28906,19085.30078,21830.64844,18548.68164,20264.93164,21660.75391,14820.62109,13449.68848,22756.49219,17326.76367
Q8IXM6,NRM,Nurim,3992.376221,3351.67749,1435.110107,4541.358887,5194.979004,4908.479004,3912.329834,1375.669556,3439.936768,3267.699463,4390.936035,3103.661133
Q8IXQ3,C9orf40,Uncharacterized protein C9orf40,NaN,NaN,NaN,NaN,0.732550621,NaN,1.206634998,NaN,1.627916455,5.144649029,NaN,0.906047642
Q8IXQ4,GPALPP1,GPALPP motifs-containing protein 1,4385.948242,12445.75781,12174.6416,4192.154297,3357.231445,3805.968262,4231.535156,14168.48438,6787.258301,6280.631348,15847.43164,5008.256348
Q8IXQ5,KLHL7,Kelch-like protein 7,11234.1709,10910.74219,11036.6582,10897.17871,11177.03223,10391.1123,11391.72363,14153.84375,10648.98535,12946.25879,13277.61035,13517.92969
Q8IXQ6,PARP9,Protein mono-ADP-ribosyltransferase PARP9,44243.07031,40053.90625,40958.16797,42209.3125,38612.44141,38688.62891,42172.09766,43223.65234,24086.1875,24763.13086,23187.89648,24617.13086
Q8IXS6,PALM2,Paralemmin-2,6168.23877,7417.01416,7607.615234,4386.278809,8416.149414,7229.967773,5437.463867,8035.828613,8063.370605,6753.837891,6939.791504,9656.78125
Q8IXS8,FAM126B,Protein FAM126B,10496.19238,9560.746094,10689.84668,11261.2373,8809.31543,8281.19043,9220.091797,9334.532227,7437.947754,10965.92188,12754.12402,11972.0752
Q8IXT5,RBM12B,RNA-binding protein 12B,48570.99219,29567.00977,31764.27734,31743.64648,27507.37891,29466.53125,33197.78125,33221.98047,40828.82031,37979.47266,51910.39063,34679.5625
Q8IXU6,SLC35F2,Solute carrier family 35 member F2,3224.446777,3874.87915,3519.318604,2810.692383,3975.468262,3446.34375,1922.059814,2221.948975,3097.59375,3567.049072,5318.164063,3328.417725
Q8IXV7,KLHDC8B,Kelch domain-containing protein 8B,3126.398438,4790.623535,2408.581299,1231.418335,4562.990234,877.4922485,1484.961548,4421.976074,340.1617737,5165.040039,3927.657227,976.7174683
Q8IXW5,RPAP2,Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2,3489.561035,4850.199219,4379.458008,6119.578125,2462.040039,3882.300293,4515.528809,3415.881104,5005.80127,5430.13916,4262.699707,2852.348145
Q8IXZ2,ZC3H3,Zinc finger CCCH domain-containing protein 3,1.01630199,1513.079102,2127.138428,1.483874679,2206.17334,768.3014526,1678.809448,1780.072266,338.130188,290.0482178,1243.072021,972.9248047
Q8IY17,PNPLA6,Patatin-like phospholipase domain-containing protein 6,51619.78516,49275.82813,50422.16406,49331.28906,48159.12109,51078.16406,51278.24219,53533.81641,44564.49219,39701.90625,41358.52344,43587.42969
Q8IY18,SMC5,Structural maintenance of chromosomes protein 5,11985.84766,13361.66504,12958.96582,13859.01563,15604.77734,9694.305664,14631.88672,13160.60156,30588.92773,19149.26758,21290.96289,19272.89648
Q8IY21,DDX60,Probable ATP-dependent RNA helicase DDX60,64368.27344,59472.96094,58176.28125,54336.32813,47979.00391,60395.85547,60911.39453,66547.5,35654.42188,48898.23047,47191.53906,45639.14063
Q8IY22,CMIP,C-Maf-inducing protein,6209.178711,5559.435547,5237.447266,5700.0625,5254.016602,6299.244141,6303.037109,6092.163086,4486.78418,4644.614258,4929.527832,5929.216309
Q8IY26,PLPP6,Phospholipid phosphatase 6,NaN,3054.887451,1914.138672,1120.490479,688.8964844,1874.093872,2913.532471,1508.358398,256.9282532,2488.361572,680.800354,2623.191162
Q8IY31,IFT20,Intraflagellar transport protein 20 homolog,4231.450195,4353.435547,3337.532715,3420.723877,4522.186035,5080.439941,4152.953613,4532.305176,4350.406738,5449.49707,3575.266602,3294.470459
Q8IY33,MICALL2,MICAL-like protein 2,5681.592773,3748.144043,4212.839355,2570.356201,3374.623535,4224.609863,3442.298828,3357.173584,3498.67041,4778.66748,2890.767822,2799.895752
Q8IY37,DHX37,Probable ATP-dependent RNA helicase DHX37,12395.96777,12744.10352,12697.7168,12401.56152,11320.6875,11355.30273,10831.2373,11541.02832,16653.14453,16208.75098,19944.71289,15727.86133
Q8IY47,KBTBD2,Kelch repeat and BTB domain-containing protein 2,5230.202148,9947.255859,9157.881836,9886.645508,9239.90625,10765.31055,10488.22363,10603.9209,1775.572266,8456.371094,5277.532227,10658.24707
Q8IY50,SLC35F3,Putative thiamine transporter SLC35F3,791.5617065,744.2575073,1013.551758,535.7672729,644.9713135,152.4151459,1070.881958,469.4520569,331.6538086,821.2137451,809.5120239,178.9035339
Q8IY63,AMOTL1,Angiomotin-like protein 1,3755.065918,4130.057129,4228.665039,3884.819824,4709.42627,4380.075195,4016.860596,4337.47168,3751.980469,2910.364258,3484.071289,3024.475342
Q8IY67,RAVER1,Ribonucleoprotein PTB-binding 1,6226.795898,8807.938477,10891.69629,7984.1875,8666.119141,7019.590332,8283.77832,11383.6875,17707.66602,8549.992188,16672.09375,13707.34277
Q8IY81,FTSJ3,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3,75433.51563,73793.32031,73931.23438,77710.97656,70309.01563,82064.35156,73289.10938,76041.90625,89125.72656,91753.78125,83817.45313,89723.32813
Q8IY92,SLX4,Structure-specific endonuclease subunit SLX4,NaN,54.36922455,44.8952713,NaN,NaN,170.4589386,60.37624359,47.96473694,329.3522644,35.37942505,184.0158386,149.1200409
Q8IY95,TMEM192,Transmembrane protein 192,82400.03906,81421.50781,78301.45313,72407.66406,80231.57813,81888.6875,77583.66406,79696.14063,42932.09375,52657.07422,40543.62891,47706.30078
Q8IYA6,CKAP2L,Cytoskeleton-associated protein 2-like,778.6572876,NaN,2925.13916,208.9360046,168.8379364,1331.289795,737.3834839,NaN,1876.127319,1005.250671,1306.282104,1388.52417
Q8IYB1,MB21D2,Protein MB21D2,46380.47266,50276.24609,50465.08984,49270.25781,50267.29297,56444.98438,47381.16406,52988.69141,43602.98438,39123.12891,30299.56445,38705.18359
Q8IYB3,SRRM1,Serine/arginine repetitive matrix protein 1,11823.73047,12566.80469,13085.36719,13970.70898,13172.04102,13288.58594,13137.77832,15061.11621,14853.08984,13825.21387,17082.11719,16348.92188
Q8IYB5,SMAP1,Stromal membrane-associated protein 1,115466.8281,97856.27344,95805.10156,103422.8906,108000.3594,139004.2969,95622.90625,82251.30469,98048.61719,65402.11328,119179.25,112655.4375
Q8IYB7,DIS3L2,DIS3-like exonuclease 2,32615.7207,28830.67773,30605.62305,31632.25,30800.29883,34141.51953,32498.5332,31394.52734,34434.02734,36422.85938,35834.75,36380.73047
Q8IYB8,SUPV3L1,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",30869.44727,29105.98047,32451.86328,32114.2168,27713.61133,30852.56055,29851.52148,28882.01953,21500.70117,23152.625,22714.81445,21693.50391
Q8IYD1,GSPT2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,16012.56348,8707.895508,9199.942383,5283.466309,7873.893066,9945.664063,8625.750977,5801.549805,10060.55859,11691.19922,10680.23926,8595.726563
Q8IYD8,FANCM,Fanconi anemia group M protein,301.9435425,464.920929,240.4690094,326.1257935,407.6523132,364.1711731,493.370697,135.2496643,NaN,77.73454285,250.6654968,85.40872955
Q8IYH5,ZZZ3,ZZ-type zinc finger-containing protein 3,1413.378174,987.3037109,1692.579102,2628.34375,1203.724365,1406.106812,2902.271729,1242.257446,3657.77832,2073.202637,2789.191895,2893.12085
Q8IYI6,EXOC8,Exocyst complex component 8,80290.4375,75927.19531,68253.21875,71062.23438,77457.21094,74224.17188,75120.11719,76400.07031,69773.94531,53374.48828,64070.51172,58931.28125
Q8IYJ3,SYTL1,Synaptotagmin-like protein 1,7586.393555,8847.764648,7055.262695,9283.364258,6553.233398,4338.03418,7247.208008,6594.547363,4425.548828,5225.428223,3706.131348,4571.575684
Q8IYM1,SEPTIN12,Septin-12,38698.28516,42673.54297,41958.16797,36931.64453,41636.26172,47245.52734,41699.76953,26352.62695,6340.205566,23970.52539,14992.98926,25026.57617
Q8IYM9,TRIM22,E3 ubiquitin-protein ligase TRIM22,13474.42969,25102.08203,26344.08008,24421.6875,23305.97266,24967.74414,21911.69727,23536.21289,17865.95508,10377.09668,10353.15332,20182.29102
Q8IYP2,PRSS58,Serine protease 58,914.918457,232.5509949,859.1582031,1414.57605,1199.558838,640.2858887,982.2379761,1773.692505,1718.238037,2708.685791,723.1317749,1064.721436
Q8IYQ7,THNSL1,Threonine synthase-like 1,17435.07422,17172.31445,16333.40332,18546.88867,16812.29102,16514.00977,16701.5918,16668.78711,9265.801758,11907.44336,13336.7207,12655.25391
Q8IYR2,SMYD4,SET and MYND domain-containing protein 4,3046.901855,3009.92627,1234.37146,1383.696167,1611.779419,2300.104492,2461.318848,2744.670166,3198.143311,3917.331055,3206.377686,2481.878906
Q8IYS1,PM20D2,Peptidase M20 domain-containing protein 2,12897.44141,6691.517578,6554.283203,6496.027344,4482.333984,5574.904785,5794.57959,5054.623047,5494.375,3860.898438,15747.57129,9083.587891
Q8IYS2,KIAA2013,Uncharacterized protein KIAA2013,59889.42578,51916.98438,47182.64453,49784.76563,43640.11328,53182.05469,46304.98438,54000.08984,44142.625,42111.97656,53348.84766,46146.24609
Q8IYT2,CMTR2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2,7264.865234,6688.649902,7384.966309,8221.353516,7207.706055,7868.609863,9274.339844,7438.454102,3962.996094,9433.764648,7630.161621,7559.332031
Q8IYU2,HACE1,E3 ubiquitin-protein ligase HACE1,1923.607056,2764.411377,1308.883667,1464.30957,1818.731201,2396.296631,2129.584473,2002.621582,2049.925293,1199.112427,935.27771,1539.033691
Q8IYU8,MICU2,"Calcium uptake protein 2, mitochondrial",180315.0781,329276.9375,197477.5625,190114.7188,150515.8125,168307.2969,133210.7656,172437.4531,136490.9375,154048.9844,158919.4844,206122.4531
Q8IYW5,RNF168,E3 ubiquitin-protein ligase RNF168,1585.001343,1801.096191,1981.866089,1664.684326,1335.416138,1111.405884,6064.886719,1999.733276,2976.429932,3094.143066,2534.952637,1620.022827
Q8IZ07,ANKRD13A,Ankyrin repeat domain-containing protein 13A,18996.48633,20962.53906,21841.64648,19557.73242,19919.23633,19590.62891,19623.6875,22694.10938,20429.44336,24801.43359,26096.8418,23008.75977
Q8IZ21,PHACTR4,Phosphatase and actin regulator 4,7312.124512,11850.83301,11904.02832,11926.71484,11275.67676,11954.13672,9802.946289,10706.83594,8189.449707,12411.2041,9060.423828,12104.4043
Q8IZ41,RASEF,Ras and EF-hand domain-containing protein,4801.255371,3213.435059,4131.370117,3717.800049,3911.980469,3209.416504,4906.484863,4298.623535,3072.08252,3976.143311,4103.178711,3467.349121
Q8IZ52,CHPF,Chondroitin sulfate synthase 2,13407.86328,10981.15625,10383.24023,11499.95508,9796.864258,12498.11426,12777.65918,12046.77148,11556.19922,11380.34375,13749.23535,12383.28418
Q8IZ69,TRMT2A,tRNA (uracil-5-)-methyltransferase homolog A,8109.235352,7434.939453,8396.833984,7947.085938,8300.848633,9116.532227,9072.648438,6854.01416,13705.09863,14747.27441,10751.90918,9748.40332
Q8IZ73,RPUSD2,RNA pseudouridylate synthase domain-containing protein 2,2472.438232,1017.641846,2440.955566,1618.042725,1302.747803,1441.321289,NaN,1910.693848,4115.687012,3505.617676,3135.189453,3121.9021
Q8IZ81,ELMOD2,ELMO domain-containing protein 2,27610.7207,33770.60156,32952.63672,31669.39453,33106.10938,34838.20703,33350.26172,33202.75781,10510.2793,12152.32422,18614.57031,14980.35742
Q8IZ83,ALDH16A1,Aldehyde dehydrogenase family 16 member A1,60278.56641,93003.35938,97282.20313,110420.4766,106636.1484,123808.7891,107295.5234,123806.5313,94945.21875,91347.32031,80967.59375,100037.3125
Q8IZA0,KIAA0319L,Dyslexia-associated protein KIAA0319-like protein,8612.925781,7445.370605,7966.125488,8568.666016,6859.224121,7710.344727,8381.926758,6640.20752,14667.55371,7559.095703,10857.4502,7520.331543
Q8IZD4,DCP1B,mRNA-decapping enzyme 1B,11523.27539,9277.297852,9339.322266,10220.5127,8816.30957,8377.180664,8795.87207,8877.964844,15154.02832,11891.56055,15585.54199,8283.693359
Q8IZE3,SCYL3,Protein-associating with the carboxyl-terminal domain of ezrin,5640.882813,4947.041016,5772.466797,6669.556152,6455.049316,3712.12085,6299.256348,5107.477539,4598.28125,4628.839844,4113.032227,6341.691895
Q8IZH2,XRN1,5'-3' exoribonuclease 1,13715.15137,17384.53516,17326.48047,16703.85742,18850.44336,16738.82227,16119.10156,15900.44043,16454.68945,17519.25195,16854.68555,20171.98047
Q8IZK6,MCOLN2,Mucolipin-2,1186.733032,NaN,185.7010803,181.7693481,149.4564056,342.1194458,230.2290192,NaN,672.8289795,191.8533173,315.643219,NaN
Q8IZL2,MAML2,Mastermind-like protein 2,8119.903809,10147.24023,6837.152344,8801.855469,10017.43262,9107.149414,9056.646484,6665.78125,9524.121094,7372.955566,10265.43066,9337.033203
Q8IZL8,PELP1,"Proline-, glutamic acid- and leucine-rich protein 1",65343.20313,60642.80078,62157.79688,62920.33984,64976.15234,69508.38281,65762.61719,64037.27344,55328.04688,56472.125,55560.43359,59350.66797
Q8IZM8,ZNF654,Zinc finger protein 654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,347.6839294,NaN,615.5974731,156.6418457,394.361969
Q8IZP0,ABI1,Abl interactor 1,14369.04004,12940.42383,10894.29004,13496.07715,15274.32129,16388.17773,16471.94922,15135.88477,12247.43066,14942.71094,13761.87988,13900.1582
Q8IZP6,RNF113B,RING finger protein 113B,20268.26758,18521.44531,19792.93359,23395.26953,17183.82422,21090.32813,21614.82617,20582.61719,43851.31641,23569.95703,21101.80469,27802.0918
Q8IZQ1,WDFY3,WD repeat and FYVE domain-containing protein 3,8422.443359,9433.175781,10080.48828,10531.41504,10937.35352,10173.23828,9977.918945,10078.10645,7128.969238,7744.438965,8237.239258,8890.655273
Q8IZQ5,SELENOH,Selenoprotein H,NaN,NaN,0.341674566,0.402925044,NaN,15.23316574,NaN,NaN,16.97920418,0.263729513,NaN,NaN
Q8IZT6,ASPM,Abnormal spindle-like microcephaly-associated protein,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.742914081,1.449348569,1.88630724
Q8IZV5,RDH10,Retinol dehydrogenase 10,92857.29688,73556,83134.27344,80276.79688,77797.57813,84058.35156,87597.13281,73625.86719,33390.07031,32171.02344,31207.75195,31450.57422
Q8IZW8,TNS4,Tensin-4,576.6395264,1015.844971,994.0643921,1924.060791,904.3884888,977.5031738,751.9137573,1348.082275,660.3603516,1967.921143,1177.47229,1093.307617
Q8N0T1,RBIS,Ribosomal biogenesis factor,NaN,NaN,NaN,130.973053,313.6856384,2184.147705,157.8566742,114.0080109,3331.72876,88.84004211,NaN,NaN
Q8N0U4,FAM185A,Protein FAM185A,4826.34668,4777.874512,4947.638184,5210.655273,5823.547852,4915.965332,5532.793945,4897.366699,3514.037598,2611.538574,4629.560059,2330.612549
Q8N0U8,VKORC1L1,Vitamin K epoxide reductase complex subunit 1-like protein 1,70037.33594,116734.5469,130076.5234,132766.375,136011.6563,141507.7188,128623.3906,123115.3359,8722.675781,51511.33984,11817.92871,77615.28125
Q8N0W3,FCSK,L-fucose kinase,30390.49219,38279.20313,31497.06055,34070.72266,34081.42578,34590.12109,33832.88672,34022.17969,14401.27344,19683.84766,17436.5918,22923.5918
